team,team member,strain,method of making competent cells,DNA quantity (ng),dilution,DNA added in volume (µl),transformants per plate,transformants/µg DNA,"comments, errors, mistakes",Recommendation for your colleagues (include/exclude)
29,1,DH5a,P25,100,0.9,3,768,8.53E+03,,
29,1,DH5a,P25,100,0.1,3,54,5.40E+03,,
29,1,DH5a,P25,10,0.9,3,220,2.44E+04,,
29,1,DH5a,P25,10,0.1,3,17,1.70E+04,,
29,1,DH5a,P25,10,0.9,3,44 countable colonies (streaking),NA,,
29,1,DH5a,P25,10,0.1,3,13,1.30E+04,,
29,1,DH5a,P25,0,0.9,3,0,0.00E+00,,
29,1,DH5a,P25,0,0.1,3,0,0.00E+00,,
29,2,DH5a,P25,100,0.9,3,372,4.13E+03,,
29,2,DH5a,P25,100,0.1,3,1,1.00E+02,,
29,2,DH5a,P25,100,0.9,3,616,6.84E+03,,
29,2,DH5a,P25,100,0.1,3,23,2.30E+03,,
29,2,DH5a,P25,10,0.9,3,250,2.78E+04,,
29,2,DH5a,P25,10,0.1,3,26,2.60E+04,,
29,2,DH5a,P25,10,0.9,3,280,3.11E+04,,
29,2,DH5a,P25,10,0.1,3,19,1.90E+04,,
29,2,DH5a,P25,0,0.9,3,0,0.00E+00,,
29,2,DH5a,P25,0,0.1,3,0,0.00E+00,,
29,3,DH5a,P25,100,0.9,3,1500,1.67E+04,,
29,3,DH5a,P25,100,0.1,3,249,2.49E+04,,
29,3,DH5a,P25,100,0.9,3,800,8.89E+03,,
29,3,DH5a,P25,100,0.1,3,216,2.16E+04,,
29,3,DH5a,P25,10,0.9,3,80 countable colonies (streaking),NA,,
29,3,DH5a,P25,10,0.1,3,20,2.00E+04,,
29,3,DH5a,P25,10,0.9,3,300,3.33E+04,,
29,3,DH5a,P25,10,0.1,3,20,2.00E+04,,
29,3,DH5a,P25,0,0.9,3,0,0.00E+00,,
29,3,DH5a,P25,0,0.1,3,0,0.00E+00,,
30,1,,P25,100,0.9,2,,,,
30,1,,P25,100,0.1,2,,,,
30,1,,P25,100,0.9,2,,,,
30,1,,P25,100,0.1,2,,,,
30,1,,P25,10,0.9,2,,,,
30,1,,P25,10,0.1,2,,,,
30,1,,P25,10,0.9,2,,,,
30,1,,P25,10,0.1,2,,,,
30,1,,P25,0,0.9,2,,,,
30,1,,P25,0,0.1,2,,,,
30,2,,P25,100,0.9,2,,,,
30,2,,P25,100,0.1,2,,,,
30,2,,P25,100,0.9,2,,,,
30,2,,P25,100,0.1,2,,,,
30,2,,P25,10,0.9,2,,,,
30,2,,P25,10,0.1,2,,,,
30,2,,P25,10,0.9,2,,,,
30,2,,P25,10,0.1,2,,,,
30,2,,P25,0,0.9,2,,,,
30,2,,P25,0,0.1,2,,,,
30,3,,P25,100,0.9,2,,,,
30,3,,P25,100,0.1,2,,,,
30,3,,P25,100,0.9,2,,,,
30,3,,P25,100,0.1,2,,,,
30,3,,P25,10,0.9,2,,,,
30,3,,P25,10,0.1,2,,,,
30,3,,P25,10,0.9,2,,,,
30,3,,P25,10,0.1,2,,,,
30,3,,P25,0,0.9,2,,,,
30,3,,P25,0,0.1,g,,,,
